;a;b;di;elev;ht;rh;rmse;rs;spd
189;-9999;-9999;-9999;0.5;1.35515461612;94.7463922103;-9999;-9999;-9999
190;-9999;-9999;-9999;0.5;1.365108034;95.2463731719;-9999;-9999;-9999
191;-9999;-9999;-9999;0.5;1.3750908657;95.7463541334;-9999;-9999;-9999
192;-9999;-9999;-9999;0.5;1.3851031111;96.2463350949;-9999;-9999;-9999
193;-9999;-9999;-9999;0.5;1.39514477009;96.7463160565;-9999;-9999;-9999
194;-9999;-9999;-9999;0.5;1.40521584259;97.246297018;-9999;-9999;-9999
195;-9999;-9999;-9999;0.5;1.41531632847;97.7462779795;-9999;-9999;-9999
196;-9999;-9999;-9999;0.5;1.42544622763;98.2462589411;-9999;-9999;-9999
197;-9999;-9999;-9999;0.5;1.43560553998;98.7462399026;-9999;-9999;-9999
198;-9999;-9999;-9999;0.5;1.4457942654;99.2462208641;-9999;-9999;-9999
199;-9999;-9999;-9999;0.5;1.45601240379;99.7462018257;-9999;-9999;-9999
200;-9999;-9999;-9999;0.5;1.46625995504;100.246182787;-9999;-9999;-9999
201;-9999;-9999;-9999;0.5;1.47653691905;100.746163749;-9999;-9999;-9999
202;-9999;-9999;-9999;0.5;1.48684329571;101.24614471;-9999;-9999;-9999
203;-9999;-9999;-9999;0.5;1.49717908491;101.746125672;-9999;-9999;-9999
204;-9999;-9999;-9999;0.5;1.50754428655;102.246106633;-9999;-9999;-9999
205;-9999;-9999;-9999;0.5;1.51793890051;102.746087595;-9999;-9999;-9999
206;-9999;-9999;-9999;0.5;1.52836292669;103.246068556;-9999;-9999;-9999
207;-9999;-9999;-9999;0.5;1.53881636498;103.746049518;-9999;-9999;-9999
208;-9999;-9999;-9999;0.5;1.54929921528;104.246030479;-9999;-9999;-9999
209;-9999;-9999;-9999;0.5;1.55981147747;104.746011441;-9999;-9999;-9999
210;-9999;-9999;-9999;0.5;1.57035315144;105.245992403;-9999;-9999;-9999
211;-9999;-9999;-9999;0.5;1.58092423709;105.745973364;-9999;-9999;-9999
212;-9999;-9999;-9999;0.5;1.59152473431;106.245954326;-9999;-9999;-9999
213;-9999;-9999;-9999;0.5;1.60215464298;106.745935287;-9999;-9999;-9999
214;-9999;-9999;-9999;0.5;1.61281396299;107.245916249;-9999;-9999;-9999
215;-9999;-9999;-9999;0.5;1.62350269424;107.74589721;-9999;-9999;-9999
216;-9999;-9999;-9999;0.5;1.63422083661;108.245878172;-9999;-9999;-9999
217;-9999;-9999;-9999;0.5;1.64496839;108.745859133;-9999;-9999;-9999
218;-9999;-9999;-9999;0.5;1.65574535428;109.245840095;-9999;-9999;-9999
219;-9999;-9999;-9999;0.5;1.66655172935;109.745821056;-9999;-9999;-9999
220;-9999;-9999;-9999;0.5;1.6773875151;110.245802018;-9999;-9999;-9999
221;-9999;-9999;-9999;0.5;1.68825271141;110.745782979;-9999;-9999;-9999
222;-9999;-9999;-9999;0.5;1.69914731817;111.245763941;-9999;-9999;-9999
223;-9999;-9999;-9999;0.5;1.71007133527;111.745744902;-9999;-9999;-9999
224;-9999;-9999;-9999;0.5;1.7210247626;112.245725864;-9999;-9999;-9999
225;-9999;-9999;-9999;0.5;1.73200760003;112.745706825;-9999;-9999;-9999
226;-9999;-9999;-9999;0.5;1.74301984746;113.245687787;-9999;-9999;-9999
227;-9999;-9999;-9999;0.5;1.75406150478;113.745668749;-9999;-9999;-9999
228;-9999;-9999;-9999;0.5;1.76513257186;114.24564971;-9999;-9999;-9999
229;-9999;-9999;-9999;0.5;1.77623304859;114.745630672;-9999;-9999;-9999
230;-9999;-9999;-9999;0.5;1.78736293486;115.245611633;-9999;-9999;-9999
231;-9999;-9999;-9999;0.5;1.79852223055;115.745592595;-9999;-9999;-9999
232;-9999;-9999;-9999;0.5;1.80971093555;116.245573556;-9999;-9999;-9999
233;-9999;-9999;-9999;0.5;1.82092904973;116.745554518;-9999;-9999;-9999
234;-9999;-9999;-9999;0.5;1.83217657299;117.245535479;-9999;-9999;-9999
235;-9999;-9999;-9999;0.5;1.84345350521;117.745516441;-9999;-9999;-9999
236;-9999;-9999;-9999;0.5;1.85475984626;118.245497402;-9999;-9999;-9999
237;-9999;-9999;-9999;0.5;1.86609559604;118.745478364;-9999;-9999;-9999
238;-9999;-9999;-9999;0.5;1.87746075442;119.245459325;-9999;-9999;-9999
239;-9999;-9999;-9999;0.5;1.88885532128;119.745440287;-9999;-9999;-9999
240;-9999;-9999;-9999;0.5;1.90027929652;120.245421248;-9999;-9999;-9999
241;-9999;-9999;-9999;0.5;1.91173268;120.74540221;-9999;-9999;-9999
242;-9999;-9999;-9999;0.5;1.92321547161;121.245383172;-9999;-9999;-9999
243;-9999;-9999;-9999;0.5;1.93472767123;121.745364133;-9999;-9999;-9999
244;-9999;-9999;-9999;0.5;1.94626927875;122.245345095;-9999;-9999;-9999
245;-9999;-9999;-9999;0.5;1.95784029404;122.745326056;-9999;-9999;-9999
246;-9999;-9999;-9999;0.5;1.96944071697;123.245307018;-9999;-9999;-9999
247;-9999;-9999;-9999;0.5;1.98107054744;123.745287979;-9999;-9999;-9999
248;-9999;-9999;-9999;0.5;1.99272978532;124.245268941;-9999;-9999;-9999
249;-9999;-9999;-9999;0.5;2.00441843049;124.745249902;-9999;-9999;-9999
250;-9999;-9999;-9999;0.5;2.01613648282;125.245230864;-9999;-9999;-9999
251;-9999;-9999;-9999;0.5;2.0278839422;125.745211825;-9999;-9999;-9999
252;-9999;-9999;-9999;0.5;2.03966080851;126.245192787;-9999;-9999;-9999
253;-9999;-9999;-9999;0.5;2.05146708162;126.745173748;-9999;-9999;-9999
254;-9999;-9999;-9999;0.5;2.0633027614;127.24515471;-9999;-9999;-9999
255;-9999;-9999;-9999;0.5;2.07516784774;127.745135671;-9999;-9999;-9999
256;-9999;-9999;-9999;0.5;2.08706234052;128.245116633;-9999;-9999;-9999
257;-9999;-9999;-9999;0.5;2.09898623961;128.745097595;-9999;-9999;-9999
258;-9999;-9999;-9999;0.5;2.11093954488;129.245078556;-9999;-9999;-9999
259;-9999;-9999;-9999;0.5;2.12292225621;129.745059518;-9999;-9999;-9999
260;-9999;-9999;-9999;0.5;2.13493437348;130.245040479;-9999;-9999;-9999
261;-9999;-9999;-9999;0.5;2.14697589656;130.745021441;-9999;-9999;-9999
262;-9999;-9999;-9999;0.5;2.15904682533;131.245002402;-9999;-9999;-9999
263;-9999;-9999;-9999;0.5;2.17114715966;131.744983364;-9999;-9999;-9999
264;-9999;-9999;-9999;0.5;2.18327689943;132.244964325;-9999;-9999;-9999
265;-9999;-9999;-9999;0.5;2.19543604451;132.744945287;-9999;-9999;-9999
266;-9999;-9999;-9999;0.5;2.20762459478;133.244926248;-9999;-9999;-9999
267;-9999;-9999;-9999;0.5;2.2198425501;133.74490721;-9999;-9999;-9999
268;-9999;-9999;-9999;0.5;2.23208991035;134.244888171;-9999;-9999;-9999
269;-9999;-9999;-9999;0.5;2.24436667541;134.744869133;-9999;-9999;-9999
270;-9999;-9999;-9999;0.5;2.25667284514;135.244850094;-9999;-9999;-9999
271;-9999;-9999;-9999;0.5;2.26900841943;135.744831056;-9999;-9999;-9999
272;-9999;-9999;-9999;0.5;2.28137339813;136.244812017;-9999;-9999;-9999
273;-9999;-9999;-9999;0.5;2.29376778112;136.744792979;-9999;-9999;-9999
274;-9999;-9999;-9999;0.5;2.30619156828;137.244773941;-9999;-9999;-9999
275;-9999;-9999;-9999;0.5;2.31864475947;137.744754902;-9999;-9999;-9999
276;-9999;-9999;-9999;0.5;2.33112735457;138.244735864;-9999;-9999;-9999
277;-9999;-9999;-9999;0.5;2.34363935345;138.744716825;-9999;-9999;-9999
278;-9999;-9999;-9999;0.5;2.35618075597;139.244697787;-9999;-9999;-9999
279;-9999;-9999;-9999;0.5;2.368751562;139.744678748;-9999;-9999;-9999
280;-9999;-9999;-9999;0.5;2.38135177142;140.24465971;-9999;-9999;-9999
281;-9999;-9999;-9999;0.5;2.3939813841;140.744640671;-9999;-9999;-9999
